Segment_ID,Band_ID,Gradient_Band,Start_Distance_km,End_Distance_km,Length_km,Average_Gradient_%,Min_Elevation_m,Max_Elevation_m,Elevation_Change_m
282,4,Flat,107.926,109.03,1.104,0,550.5,556.5,6
283,3,Moderate Downhill,109.03,109.605,0.575,-5,525.8,555.1,29.3
284,4,Flat,109.605,109.766,0.161,-2,522.7,525.8,3.1
285,3,Moderate Downhill,109.766,110.341,0.575,-4,498.4,522.7,24.3
286,4,Flat,110.341,110.617,0.276,0,497.2,498.4,1.2
287,5,Moderate Uphill,110.617,110.732,0.115,4,498.3,502.6,4.2
288,4,Flat,110.732,110.893,0.161,0,502,503.2,1.2
289,3,Moderate Downhill,110.893,111.284,0.391,-4,486.1,502,15.9
290,4,Flat,111.284,111.491,0.207,1,485.2,487.2,2.1
291,5,Moderate Uphill,111.491,111.629,0.138,3,487.2,491.3,4
292,4,Flat,111.629,111.79,0.161,0,491.3,492.4,1.2
293,3,Moderate Downhill,111.79,112.112,0.322,-5,474.7,491.8,17.1
294,2,Very Steep Downhill,112.112,112.158,0.046,-8,470.9,474.7,3.8
295,3,Moderate Downhill,112.158,112.181,0.023,-8,469.1,470.9,1.8
296,2,Very Steep Downhill,112.181,112.227,0.046,-8,465.2,469.1,3.8
297,3,Moderate Downhill,112.227,112.341,0.115,-6,458.4,465.2,6.8
298,4,Flat,112.341,112.686,0.344,0,457.9,459.7,1.8
299,5,Moderate Uphill,112.686,113.168,0.482,6,459.7,490.4,30.7
300,4,Flat,113.168,116.618,3.45,0,490.4,506.3,15.9
301,5,Moderate Uphill,116.618,117.882,1.264,5,506.3,568.5,62.2
302,6,Steep Uphill,117.882,117.951,0.069,9,568.5,574.4,5.9
303,5,Moderate Uphill,117.951,118.02,0.069,6,574.4,578.4,3.9
304,4,Flat,118.02,119.216,1.196,0,574.4,581.1,6.7
305,5,Moderate Uphill,119.216,119.423,0.207,4,581.1,589.8,8.7
306,4,Flat,119.423,119.606,0.184,2,589.8,593.7,3.8
307,5,Moderate Uphill,119.606,119.629,0.023,3,593.7,594.3,0.6
308,4,Flat,119.629,119.652,0.023,2,594.3,594.8,0.6
309,5,Moderate Uphill,119.652,119.882,0.23,3,594.8,601.2,6.4
310,4,Flat,119.882,120.181,0.299,0,600.7,602.1,1.4
311,5,Moderate Uphill,120.181,120.365,0.184,3,602.1,607.1,5.1
312,4,Flat,120.365,120.618,0.253,1,607.1,610.4,3.2
313,3,Moderate Downhill,120.618,120.848,0.23,-3,602.2,609.3,7.1
314,4,Flat,120.848,120.871,0.023,-2,601.6,602.2,0.6
315,3,Moderate Downhill,120.871,120.986,0.115,-3,598.3,601.6,3.3
316,4,Flat,120.986,121.262,0.276,0,597,598.3,1.3
317,3,Moderate Downhill,121.262,121.4,0.138,-3,593,597.6,4.6
318,4,Flat,121.4,122.481,1.081,0,587.5,594.3,6.8
319,5,Moderate Uphill,122.481,122.619,0.138,3,588.3,592.9,4.6
320,4,Flat,122.619,122.918,0.299,1,592.9,596.7,3.8
321,5,Moderate Uphill,122.918,123.033,0.115,4,596.7,601,4.3
322,4,Flat,123.033,123.217,0.184,1,601,603.7,2.7
323,5,Moderate Uphill,123.217,123.355,0.138,4,603.7,609.8,6.1
324,4,Flat,123.355,123.493,0.138,0,609.3,610.6,1.3
325,3,Moderate Downhill,123.493,123.7,0.207,-3,602.9,609.3,6.4
326,4,Flat,123.7,124.551,0.851,-1,593.8,602.9,9.1
327,5,Moderate Uphill,124.551,124.689,0.138,6,595,602.7,7.7
328,6,Steep Uphill,124.689,125.263,0.574,9,602.7,654,51.3
329,5,Moderate Uphill,125.263,126.757,1.494,6,654,742.2,88.2
330,4,Flat,126.757,126.964,0.207,-1,740.3,742.9,2.6
331,3,Moderate Downhill,126.964,127.056,0.092,-3,737.6,740.3,2.7
332,4,Flat,127.056,127.171,0.115,0,736.9,737.9,1
333,5,Moderate Uphill,127.171,127.424,0.253,6,737.9,753.9,16.1
334,6,Steep Uphill,127.424,127.447,0.023,8,753.9,755.8,1.9
335,5,Moderate Uphill,127.447,127.699,0.252,6,755.8,771.3,15.5
336,4,Flat,127.699,127.837,0.138,2,771.3,773.6,2.3
337,5,Moderate Uphill,127.837,127.952,0.115,4,773.6,778,4.4
338,4,Flat,127.952,128.067,0.115,0,778,778.8,0.8
339,3,Moderate Downhill,128.067,128.343,0.276,-4,768,778,10
340,4,Flat,128.343,128.711,0.368,-1,762.5,768,5.5
341,3,Moderate Downhill,128.711,128.918,0.207,-4,754.9,762.5,7.6
342,4,Flat,128.918,129.079,0.161,-2,751.5,754.9,3.4
343,3,Moderate Downhill,129.079,129.24,0.161,-5,743.3,751.5,8.2
344,4,Flat,129.24,129.286,0.046,-1,743,743.3,0.4
345,5,Moderate Uphill,129.286,129.447,0.161,4,743,749.9,6.9
346,4,Flat,129.447,129.723,0.276,0,749.7,751,1.3
347,5,Moderate Uphill,129.723,129.861,0.138,5,751,757.7,6.7
348,6,Steep Uphill,129.861,130.044,0.184,9,757.7,774.6,16.9
349,5,Moderate Uphill,130.044,130.274,0.23,6,774.6,788.7,14.1
350,4,Flat,130.274,130.435,0.161,2,788.7,791.5,2.8
351,5,Moderate Uphill,130.435,130.596,0.161,4,791.5,798.1,6.6
352,4,Flat,130.596,130.711,0.115,1,798.1,799.7,1.6
353,5,Moderate Uphill,130.711,130.826,0.115,5,799.7,805.8,6.1
354,6,Steep Uphill,130.826,130.964,0.138,9,805.8,818.5,12.7
355,5,Moderate Uphill,130.964,131.194,0.23,5,818.5,830.9,12.4
356,4,Flat,131.194,131.263,0.069,2,830.9,832.4,1.5
357,5,Moderate Uphill,131.263,131.332,0.069,3,832.4,834.3,1.9
358,4,Flat,131.332,131.699,0.368,0,833.4,835.6,2.2
359,5,Moderate Uphill,131.699,132.228,0.529,5,834.2,861.8,27.6
360,6,Steep Uphill,132.228,132.251,0.023,8,861.8,863.6,1.8
361,5,Moderate Uphill,132.251,132.895,0.644,6,863.6,903.5,39.9
362,4,Flat,132.895,132.987,0.092,-1,902.9,903.9,1
363,3,Moderate Downhill,132.987,133.056,0.069,-3,900.8,902.9,2
364,4,Flat,133.056,133.079,0.023,-2,900.3,900.8,0.5
365,3,Moderate Downhill,133.079,133.102,0.023,-3,899.7,900.3,0.6
366,4,Flat,133.102,133.24,0.138,0,898.6,899.7,1.1
367,5,Moderate Uphill,133.24,133.906,0.667,4,899.3,925.7,26.4
368,6,Steep Uphill,133.906,134.228,0.321,9,925.7,956,30.3
369,5,Moderate Uphill,134.228,134.296,0.069,5,956,959.7,3.8
370,4,Flat,134.296,134.365,0.069,2,959.7,960.9,1.1
371,5,Moderate Uphill,134.365,134.457,0.092,5,960.9,965.8,4.9
372,6,Steep Uphill,134.457,134.503,0.046,8,965.8,969.7,3.9
373,5,Moderate Uphill,134.503,134.572,0.069,6,969.7,973.6,3.9
374,4,Flat,134.572,134.732,0.161,1,973.6,974.5,0.9
375,5,Moderate Uphill,134.732,134.939,0.207,5,974.5,985.7,11.3
376,6,Steep Uphill,134.939,134.985,0.046,8,985.7,989.5,3.8
377,5,Moderate Uphill,134.985,135.054,0.069,5,989.5,993.2,3.7
378,4,Flat,135.054,135.1,0.046,2,993.2,994.2,1.1
379,5,Moderate Uphill,135.1,135.536,0.436,5,994.2,1017.4,23.2
380,4,Flat,135.536,135.628,0.092,2,1017.4,1019,1.6
381,5,Moderate Uphill,135.628,135.812,0.184,5,1019,1027.4,8.4
382,4,Flat,135.812,135.881,0.069,0,1027.1,1027.7,0.6
383,3,Moderate Downhill,135.881,136.042,0.161,-6,1018,1027.1,9.1
384,4,Flat,136.042,136.111,0.069,-1,1017.3,1018,0.7
385,5,Moderate Uphill,136.111,136.226,0.115,5,1017.6,1022.8,5.2
386,4,Flat,136.226,136.272,0.046,1,1022.8,1023.3,0.5
387,3,Moderate Downhill,136.272,136.387,0.115,-4,1018.9,1023.3,4.4
388,4,Flat,136.387,136.456,0.069,0,1018.6,1019,0.5
389,5,Moderate Uphill,136.456,136.593,0.138,4,1019,1024.7,5.6
390,4,Flat,136.593,136.708,0.115,-1,1024,1025.1,1
391,3,Moderate Downhill,136.708,136.846,0.138,-3,1019.5,1024,4.5
392,4,Flat,136.846,136.938,0.092,0,1018.8,1019.5,0.7
393,5,Moderate Uphill,136.938,137.076,0.138,5,1019.5,1025.8,6.3
394,4,Flat,137.076,137.306,0.23,1,1025.8,1028.3,2.5
395,3,Moderate Downhill,137.306,137.513,0.207,-5,1018.1,1027.6,9.6
396,4,Flat,137.513,137.536,0.023,-2,1017.5,1018.1,0.5
397,3,Moderate Downhill,137.536,137.72,0.184,-6,1006.5,1017.5,11
398,2,Very Steep Downhill,137.72,137.743,0.023,-8,1004.6,1006.5,1.8
399,3,Moderate Downhill,137.743,137.789,0.046,-8,1001,1004.6,3.6
400,2,Very Steep Downhill,137.789,137.903,0.115,-9,990.7,1001,10.3
401,3,Moderate Downhill,137.903,138.156,0.253,-5,979.1,990.7,11.7
402,4,Flat,138.156,138.225,0.069,-2,977.5,979.1,1.6
403,3,Moderate Downhill,138.225,139.144,0.919,-5,930.7,977.5,46.8
404,4,Flat,139.144,139.236,0.092,-2,928.7,930.7,2
405,3,Moderate Downhill,139.236,139.304,0.069,-6,924.8,928.7,3.9
406,2,Very Steep Downhill,139.304,139.35,0.046,-9,920.6,924.8,4.2
407,3,Moderate Downhill,139.35,139.441,0.091,-5,915.7,920.6,4.9
408,4,Flat,139.441,139.831,0.39,-1,910.6,915.7,5
409,3,Moderate Downhill,139.831,139.969,0.138,-3,906.6,910.6,4
410,4,Flat,139.969,140.36,0.391,-1,901.5,906.6,5.1
411,3,Moderate Downhill,140.36,140.383,0.023,-3,900.8,901.5,0.7
412,4,Flat,140.383,140.544,0.161,-1,899.1,900.8,1.8
413,5,Moderate Uphill,140.544,140.636,0.092,3,899.6,902.5,2.9
414,4,Flat,140.636,141.05,0.414,-1,900.3,903,2.8
415,3,Moderate Downhill,141.05,141.326,0.276,-4,888.4,900.3,11.9
416,4,Flat,141.326,141.372,0.046,-2,887.3,888.4,1
417,3,Moderate Downhill,141.372,141.579,0.207,-3,880.7,887.3,6.6
418,4,Flat,141.579,142.038,0.46,-1,877.5,881.1,3.6
419,3,Moderate Downhill,142.038,142.061,0.023,-3,876.9,877.5,0.6
420,4,Flat,142.061,142.475,0.414,-1,872,876.9,4.9
421,3,Moderate Downhill,142.475,142.751,0.276,-4,862.1,872,9.8
422,4,Flat,142.751,143.234,0.483,-1,855.8,862.1,6.4
423,3,Moderate Downhill,143.234,143.418,0.184,-3,850,855.8,5.7
424,4,Flat,143.418,143.441,0.023,-2,849.5,850,0.5
425,3,Moderate Downhill,143.441,143.464,0.023,-3,848.9,849.5,0.6
426,4,Flat,143.464,144.659,1.195,-1,837.4,848.9,11.5
427,5,Moderate Uphill,144.659,145.556,0.897,4,839.5,871.9,32.4
428,4,Flat,145.556,145.602,0.046,2,871.9,873,1.1
429,5,Moderate Uphill,145.602,145.9,0.298,4,873,884.9,12
430,4,Flat,145.9,145.992,0.092,2,884.9,886.6,1.7
431,5,Moderate Uphill,145.992,146.221,0.229,5,886.6,897.8,11.2
432,4,Flat,146.221,146.313,0.092,0,897.7,898.5,0.8
433,3,Moderate Downhill,146.313,146.359,0.046,-3,896.4,897.7,1.3
434,4,Flat,146.359,146.497,0.138,0,895.1,896.4,1.3
435,5,Moderate Uphill,146.497,146.543,0.046,3,895.8,897.1,1.3
436,4,Flat,146.543,146.658,0.115,2,897.1,899.4,2.3
437,5,Moderate Uphill,146.658,146.75,0.092,3,899.4,902.3,2.9
438,4,Flat,146.75,147.002,0.253,1,902.3,905.7,3.4
439,5,Moderate Uphill,147.002,147.071,0.069,3,905.7,907.5,1.8
440,4,Flat,147.071,147.232,0.161,2,907.5,911,3.5
441,5,Moderate Uphill,147.232,147.278,0.046,3,911,912.2,1.2
442,4,Flat,147.278,147.714,0.436,2,912.2,921.3,9.1
443,5,Moderate Uphill,147.714,147.829,0.115,3,921.3,924.5,3.2
444,4,Flat,147.829,148.151,0.322,1,924.5,928.7,4.2
445,5,Moderate Uphill,148.151,148.266,0.115,3,928.7,931.7,3
446,4,Flat,148.266,148.817,0.552,2,931.7,942,10.3
447,5,Moderate Uphill,148.817,148.978,0.161,3,942,946.9,4.9
448,4,Flat,148.978,149.438,0.459,1,946.9,953.8,6.8
449,5,Moderate Uphill,149.438,149.736,0.299,3,953.8,962.7,8.9
450,4,Flat,149.736,150.54,0.804,1,962.7,973.3,10.6
451,5,Moderate Uphill,150.54,150.586,0.046,3,973.3,974.6,1.3
452,4,Flat,150.586,151.322,0.735,2,974.6,986.1,11.5
453,5,Moderate Uphill,151.322,151.413,0.092,3,986.1,988.9,2.8
454,4,Flat,151.413,151.896,0.482,2,988.9,997.5,8.7
455,5,Moderate Uphill,151.896,152.033,0.138,4,997.5,1002.5,4.9
456,4,Flat,152.033,152.194,0.161,2,1002.5,1005.5,3.1
457,5,Moderate Uphill,152.194,152.355,0.161,4,1005.5,1011.3,5.8
458,4,Flat,152.355,152.745,0.391,2,1011.3,1018.1,6.8
459,5,Moderate Uphill,152.745,152.998,0.252,4,1018.1,1027.5,9.4
460,4,Flat,152.998,153.319,0.321,1,1027.5,1031,3.5
461,5,Moderate Uphill,153.319,153.571,0.252,4,1031,1041.2,10.2
462,4,Flat,153.571,154.123,0.552,2,1041.2,1050.2,9
463,5,Moderate Uphill,154.123,154.513,0.39,5,1050.2,1070,19.8
464,4,Flat,154.513,155.387,0.874,1,1069.5,1082.1,12.6
465,5,Moderate Uphill,155.387,155.41,0.023,3,1082.1,1082.7,0.6
466,4,Flat,155.41,155.433,0.023,2,1082.7,1083.2,0.5
467,5,Moderate Uphill,155.433,155.662,0.23,3,1083.2,1090.2,7.1
468,4,Flat,155.662,156.214,0.552,0,1090.2,1092.8,2.5
469,5,Moderate Uphill,156.214,156.329,0.115,3,1092.8,1096.1,3.3
470,4,Flat,156.329,156.352,0.023,2,1096.1,1096.6,0.6
471,5,Moderate Uphill,156.352,157.226,0.873,4,1096.6,1129.2,32.6
472,4,Flat,157.226,157.249,0.023,2,1129.2,1129.7,0.5
473,5,Moderate Uphill,157.249,157.295,0.046,3,1129.7,1131,1.3
474,4,Flat,157.295,157.616,0.321,1,1131,1134,3
475,5,Moderate Uphill,157.616,157.984,0.368,3,1134,1146.3,12.3
476,4,Flat,157.984,158.145,0.161,0,1146.3,1147.6,1.3
477,3,Moderate Downhill,158.145,158.536,0.391,-4,1132.5,1146.8,14.3
478,4,Flat,158.536,158.582,0.046,-2,1131.5,1132.5,1
479,3,Moderate Downhill,158.582,158.605,0.023,-3,1130.9,1131.5,0.6
480,4,Flat,158.605,159.18,0.575,-1,1127.4,1130.9,3.6
481,3,Moderate Downhill,159.18,159.295,0.115,-3,1123.4,1127.4,3.9
482,4,Flat,159.295,159.364,0.069,-2,1122.3,1123.4,1.1
483,3,Moderate Downhill,159.364,159.732,0.368,-5,1102.4,1122.3,19.9
484,2,Very Steep Downhill,159.732,159.801,0.069,-8,1096.7,1102.4,5.7
485,3,Moderate Downhill,159.801,160.534,0.734,-6,1049.8,1096.7,46.9
486,2,Very Steep Downhill,160.534,160.557,0.023,-8,1048,1049.8,1.9
487,3,Moderate Downhill,160.557,160.741,0.184,-6,1036.1,1048,11.9
488,2,Very Steep Downhill,160.741,160.81,0.069,-8,1030.4,1036.1,5.6
489,3,Moderate Downhill,160.81,161.109,0.299,-6,1013.8,1030.4,16.6
490,2,Very Steep Downhill,161.109,161.361,0.252,-9,992.2,1013.8,21.6
491,3,Moderate Downhill,161.361,161.865,0.504,-7,957.6,992.2,34.7
492,2,Very Steep Downhill,161.865,162.622,0.757,-9,888.6,957.6,68.9
493,3,Moderate Downhill,162.622,162.668,0.046,-8,885.1,888.6,3.6
494,2,Very Steep Downhill,162.668,163.056,0.388,-9,850.9,885.1,34.1
495,3,Moderate Downhill,163.056,163.078,0.023,-8,849.1,850.9,1.8
496,2,Very Steep Downhill,163.078,163.238,0.159,-9,834.9,849.1,14.2
497,3,Moderate Downhill,163.238,163.261,0.023,-8,833.1,834.9,1.8
498,2,Very Steep Downhill,163.261,163.558,0.297,-9,807.2,833.1,25.9
499,3,Moderate Downhill,163.558,163.923,0.365,-6,786.8,807.2,20.4
500,2,Very Steep Downhill,163.923,163.969,0.046,-8,783,786.8,3.8
501,3,Moderate Downhill,163.969,164.015,0.046,-8,779.5,783,3.5
502,2,Very Steep Downhill,164.015,164.038,0.023,-8,777.7,779.5,1.9
503,3,Moderate Downhill,164.038,164.221,0.183,-7,764.8,777.7,12.8
504,2,Very Steep Downhill,164.221,164.29,0.069,-8,759.2,764.8,5.6
505,3,Moderate Downhill,164.29,164.313,0.023,-8,757.4,759.2,1.8
506,2,Very Steep Downhill,164.313,164.704,0.391,-9,723.9,757.4,33.6
507,3,Moderate Downhill,164.704,164.842,0.138,-8,713.4,723.9,10.5
508,2,Very Steep Downhill,164.842,164.934,0.092,-9,705.6,713.4,7.8
509,3,Moderate Downhill,164.934,165.256,0.322,-5,691,705.6,14.5
510,4,Flat,165.256,165.739,0.483,-1,686.3,691,4.8
511,3,Moderate Downhill,165.739,166.084,0.345,-6,665.7,686.3,20.5
512,4,Flat,166.084,166.291,0.207,-1,662.8,665.7,2.9
513,3,Moderate Downhill,166.291,167.096,0.805,-5,621.3,662.8,41.5
514,2,Very Steep Downhill,167.096,167.211,0.115,-9,611.5,621.3,9.8
515,3,Moderate Downhill,167.211,167.74,0.529,-6,579.6,611.5,31.9
516,4,Flat,167.74,167.854,0.115,-2,577.4,579.6,2.2
517,3,Moderate Downhill,167.854,167.877,0.023,-3,576.8,577.4,0.6
518,4,Flat,167.877,168.153,0.276,-1,575.2,576.8,1.6
519,3,Moderate Downhill,168.153,168.268,0.115,-3,571.6,575.2,3.6
520,4,Flat,168.268,168.567,0.299,0,570.4,571.6,1.2
521,3,Moderate Downhill,168.567,169.05,0.483,-4,550.3,570.4,20.2
522,4,Flat,169.05,169.395,0.345,0,548.7,550.3,1.6
523,3,Moderate Downhill,169.395,169.579,0.184,-4,542.3,549.6,7.3
524,4,Flat,169.579,169.602,0.023,-2,541.8,542.3,0.5
525,3,Moderate Downhill,169.602,169.832,0.23,-4,533.6,541.8,8.1
526,4,Flat,169.832,170.223,0.391,-1,527.9,533.6,5.8
527,3,Moderate Downhill,170.223,170.246,0.023,-3,527.3,527.9,0.6
528,4,Flat,170.246,170.292,0.046,-2,526.3,527.3,1
529,3,Moderate Downhill,170.292,170.752,0.46,-3,511.6,526.3,14.6
530,4,Flat,170.752,171.143,0.391,-2,504.6,511.6,7
531,3,Moderate Downhill,171.143,171.281,0.138,-3,500.2,504.6,4.4
532,4,Flat,171.281,171.327,0.046,-2,499.1,500.2,1.1
533,3,Moderate Downhill,171.327,171.35,0.023,-3,498.5,499.1,0.6
534,4,Flat,171.35,171.488,0.138,-2,495.2,498.5,3.3
535,3,Moderate Downhill,171.488,172.339,0.851,-5,452.6,495.2,42.7
536,2,Very Steep Downhill,172.339,172.5,0.161,-9,438.8,452.6,13.8
537,3,Moderate Downhill,172.5,172.546,0.046,-8,435.3,438.8,3.5
538,2,Very Steep Downhill,172.546,172.683,0.137,-8,423.7,435.3,11.6
539,3,Moderate Downhill,172.683,172.752,0.069,-8,418.4,423.7,5.3
540,2,Very Steep Downhill,172.752,172.982,0.23,-8,399,418.4,19.4
541,3,Moderate Downhill,172.982,173.348,0.366,-5,381.9,399,17.1
542,4,Flat,173.348,173.371,0.023,-2,381.3,381.9,0.6
543,3,Moderate Downhill,173.371,173.6,0.23,-3,373.9,381.3,7.4
544,4,Flat,173.6,174.033,0.433,-1,368.6,373.9,5.3
